,CustomerID,City,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Churn Label,Churn Score,CLTV,Churn Reason,has_internet
3107,9225-BZLNZ,Los Angeles,Male,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,85.25,No,52,6275,,Yes
3108,0354-VXMJC,Los Angeles,Male,No,Yes,Yes,23,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.6,No,35,4617,,No
3109,4422-QVIJA,Los Angeles,Female,No,No,Yes,35,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.15,No,74,5879,,Yes
3110,9365-SRSZE,Los Angeles,Male,Yes,Yes,No,27,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.55,No,65,2534,,Yes
3111,8332-OSJDW,Los Angeles,Male,No,Yes,No,12,Yes,Yes,No,No,No,No,No,No,No,One year,No,Mailed check,26.4,No,65,3277,,No
3112,4735-BJKOU,Los Angeles,Female,No,No,No,40,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.15,No,64,3915,,No
3113,0274-JKUJR,Los Angeles,Male,No,Yes,Yes,7,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,58.85,No,76,3332,,Yes
3114,5740-YHGTW,Los Angeles,Male,No,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),97.55,No,49,4551,,Yes
3115,8917-SZTTJ,Los Angeles,Male,No,Yes,Yes,60,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.65,No,50,6315,,No
3116,1696-MZVAU,Los Angeles,Male,No,Yes,No,39,No,No,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),25.25,No,21,4259,,Yes
3117,7359-WWYJV,Los Angeles,Male,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),114.45,No,53,6274,,Yes
3118,4906-ZHGPK,Los Angeles,Male,No,Yes,No,54,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,70.7,No,77,5276,,Yes
3119,3795-GWTRD,Los Angeles,Female,No,Yes,No,63,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),75.55,No,64,4626,,Yes
3120,1298-PHBTI,Los Angeles,Male,No,Yes,Yes,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,84.8,No,43,5952,,Yes
3121,6223-DHJGV,Los Angeles,Female,No,No,No,42,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,20.65,No,49,5956,,No
3122,6961-MJKBO,Los Angeles,Male,No,No,No,47,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.45,No,72,4342,,No
3123,8158-WPEZG,Los Angeles,Male,No,No,No,11,No,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,35.65,No,61,4986,,Yes
3124,4918-FYJNT,Los Angeles,Female,Yes,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,90.45,No,42,5140,,Yes
3125,0727-BNRLG,Los Angeles,Male,No,No,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),97.65,No,20,5709,,Yes
3126,4854-CIDCF,Los Angeles,Female,Yes,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,73.85,No,74,2868,,Yes
3127,3280-MRDOF,Los Angeles,Male,Yes,No,No,30,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),69.1,No,75,3415,,Yes
3128,6435-SRWBJ,Los Angeles,Female,No,No,No,5,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,82.75,No,36,5269,,Yes
3129,9964-WBQDJ,West Hollywood,Female,No,Yes,No,71,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),24.4,No,56,4412,,No
3130,6303-KFWSL,Los Angeles,Female,No,No,No,29,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,55.25,No,55,5481,,Yes
3131,1702-CCFNJ,Los Angeles,Male,No,Yes,No,52,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),61.35,No,49,4729,,Yes
3132,8932-CZHRQ,Bell,Male,No,No,No,68,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),76.75,No,33,5395,,Yes
3133,0386-CWRGM,Beverly Hills,Female,No,Yes,Yes,46,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.4,No,47,2320,,No
3134,5515-RUGKN,Beverly Hills,Male,No,No,No,8,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),54.75,No,53,5317,,Yes
3135,0404-AHASP,Beverly Hills,Male,No,Yes,No,72,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.7,No,36,6436,,No
3136,7279-NMVJC,Compton,Female,No,No,No,17,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),19.9,No,70,2093,,No
3137,2081-VEYEH,Compton,Male,No,No,No,3,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,107.95,No,70,5653,,Yes
3138,6407-UTSLV,Compton,Female,Yes,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),83.8,No,53,2885,,Yes
3139,9060-HJJRW,Culver City,Female,No,No,No,51,No,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),56.4,No,62,4380,,Yes
3140,2587-YNLES,Downey,Female,No,Yes,Yes,6,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.1,No,42,5874,,No
3141,7398-SKNQZ,Downey,Female,No,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.9,No,58,2330,,Yes
3142,5935-FCCNB,Downey,Female,Yes,No,No,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,No,54,4425,,Yes
3143,1958-RNRKS,El Segundo,Male,No,Yes,No,30,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,49.9,No,45,3712,,Yes
3144,5136-RGMZO,Gardena,Male,No,No,No,31,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,71.05,No,37,4443,,Yes
3145,8345-MVDYC,Gardena,Female,No,No,No,45,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),81.65,No,41,5937,,Yes
3146,8226-BXGES,Gardena,Male,No,Yes,No,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),89.45,No,67,5519,,Yes
3147,9705-IOVQQ,Huntington Park,Male,Yes,Yes,Yes,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,99.0,No,20,5177,,Yes
3148,1015-OWJKI,Lawndale,Male,No,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.05,No,59,5279,,No
3149,2040-XBAVJ,Malibu,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),114.45,No,32,4700,,Yes
3150,8887-IPQNC,Manhattan Beach,Female,No,Yes,No,7,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.25,No,58,5014,,Yes
3151,8646-JCOMS,Maywood,Female,No,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),90.55,No,38,4958,,Yes
3152,1222-KJNZD,Palos Verdes Peninsula,Male,No,Yes,Yes,40,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),20.4,No,72,5918,,No
3153,0106-GHRQR,Rancho Palos Verdes,Male,No,No,No,16,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),71.4,No,39,3360,,Yes
3154,3768-VHXQO,Redondo Beach,Male,No,Yes,No,67,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),24.85,No,51,4833,,No
3155,8952-WCVCD,South Gate,Female,No,Yes,No,41,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.45,No,65,2719,,Yes
3156,2418-TPEUN,Topanga,Female,No,Yes,Yes,56,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),19.8,No,59,4681,,No
3157,3963-RYFNS,Venice,Female,No,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.45,No,20,5567,,Yes
3158,8540-ZQGEA,Playa Del Rey,Female,No,Yes,No,54,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.05,No,40,4212,,No
3159,1320-REHCS,Inglewood,Male,Yes,No,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.75,No,46,4993,,Yes
3160,4137-JOPHL,Inglewood,Female,No,No,No,50,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),89.7,No,45,5306,,Yes
3161,7801-CEDNV,Inglewood,Male,No,Yes,No,27,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),48.7,No,30,3560,,Yes
3162,2057-BOYKM,Inglewood,Female,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),96.6,No,78,5153,,Yes
3163,3658-QQJYD,Santa Monica,Male,No,No,No,62,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),74.3,No,77,5974,,Yes
3164,1803-BGNBD,Santa Monica,Female,No,No,No,12,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,54.3,No,63,3854,,Yes
3165,0134-XWXCE,Santa Monica,Female,Yes,No,No,44,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),74.85,No,71,3253,,Yes
3166,6950-TWMYB,Santa Monica,Male,No,Yes,Yes,54,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),79.95,No,48,4387,,Yes
3167,5848-FHRFC,Santa Monica,Female,No,No,No,68,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.05,No,63,5740,,No
3168,2243-FNMMI,Torrance,Male,No,No,No,20,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.4,No,32,4958,,No
3169,2511-MORQY,Torrance,Male,No,Yes,No,50,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),54.9,No,41,4322,,Yes
3170,5356-KZCKT,Torrance,Male,No,No,No,58,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),24.45,No,38,6490,,No
3171,9470-XCCEM,Torrance,Male,No,Yes,Yes,35,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.65,No,34,2622,,Yes
3172,6519-CFDBX,Torrance,Female,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.4,No,45,4964,,Yes
3173,3902-MIVLE,Whittier,Male,No,Yes,No,63,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,75.7,No,62,5113,,Yes
3174,0409-WTMPL,Whittier,Female,No,Yes,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),110.65,No,55,4761,,Yes
3175,8763-KIAFH,Whittier,Female,No,Yes,No,27,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,20.55,No,31,2269,,No
3176,3669-WHAFY,Whittier,Female,No,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),115.15,No,24,4144,,Yes
3177,3055-VTCGS,Whittier,Female,No,No,No,63,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),58.55,No,63,6312,,Yes
3178,3144-KMTWZ,Whittier,Male,No,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.25,No,63,6035,,Yes
3179,2007-QVGAW,Cypress,Female,No,Yes,Yes,68,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),19.35,No,27,6303,,No
3180,5207-PLSTK,La Habra,Male,No,Yes,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.75,No,58,5068,,Yes
3181,2307-FYNNL,La Mirada,Male,Yes,No,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,109.05,No,29,5692,,Yes
3182,5605-XNWEN,Montebello,Male,Yes,Yes,No,72,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),25.0,No,69,4055,,No
3183,2155-AMQRX,Norwalk,Female,No,No,No,28,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),54.9,No,26,2885,,Yes
3184,6181-AXXYF,Pico Rivera,Male,No,Yes,Yes,72,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),24.75,No,71,4185,,No
3185,5091-HFAZW,Santa Fe Springs,Female,No,No,No,2,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.15,No,52,2686,,Yes
3186,2519-LBNQL,Artesia,Male,Yes,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,104.35,No,73,4040,,Yes
3187,8623-ULFNQ,Cerritos,Female,Yes,No,No,26,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,66.05,No,43,3225,,Yes
3188,1568-LJSZU,Harbor City,Male,No,Yes,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),92.2,No,43,4451,,Yes
3189,7789-HKSBS,Lakewood,Female,Yes,Yes,No,42,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.2,No,36,5573,,Yes
3190,7416-CKTEP,Lakewood,Female,No,Yes,No,57,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),19.6,No,77,6064,,No
3191,2586-CWXVV,Hawaiian Gardens,Male,No,Yes,No,54,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,30.4,No,78,4778,,Yes
3192,2348-KCJLT,Los Alamitos,Female,No,Yes,No,44,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,61.5,No,21,2059,,Yes
3193,8401-EMUWF,Paramount,Male,No,Yes,Yes,42,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.4,No,36,4701,,Yes
3194,4193-IBKSW,San Pedro,Male,No,Yes,Yes,72,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),24.75,No,67,6232,,No
3195,5377-NDTOU,San Pedro,Female,No,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,91.05,No,39,4644,,Yes
3196,2474-LCNUE,Sunset Beach,Female,No,Yes,No,23,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),73.65,No,61,2590,,Yes
3197,0839-QNXME,Surfside,Female,No,No,No,30,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.4,No,78,3986,,No
3198,3506-OVLKD,Wilmington,Male,No,No,No,35,Yes,Yes,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),26.2,No,80,4419,,No
3199,6650-VJONK,Carson,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),43.85,No,39,5913,,Yes
3200,2178-PMGCJ,Long Beach,Male,No,No,No,22,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.7,No,32,4838,,Yes
3201,7492-TAFJD,Long Beach,Male,No,Yes,No,7,No,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,38.55,No,70,3345,,Yes
3202,2773-MADBQ,Long Beach,Female,No,No,No,36,No,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,53.1,No,40,2751,,Yes
3203,6016-LVTJQ,Long Beach,Female,No,Yes,Yes,34,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.65,No,74,5099,,No
3204,7860-KSUGX,Long Beach,Male,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),64.45,No,74,6330,,Yes
3205,8966-KZXXA,Long Beach,Male,No,Yes,Yes,36,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),25.1,No,45,3040,,No
3206,5149-QYTTU,Long Beach,Female,No,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),95.15,No,41,5647,,Yes
3207,2070-XYMFH,Long Beach,Female,Yes,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.35,No,50,3558,,Yes
3208,2085-BOJKI,Long Beach,Male,No,Yes,No,17,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),96.65,No,37,5228,,Yes
3209,0817-HSUSE,Altadena,Male,No,No,No,1,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,75.5,No,43,2954,,Yes
3210,5442-PPTJY,Arcadia,Male,No,Yes,Yes,12,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.7,No,24,5104,,No
3211,1927-QEWMY,Arcadia,Female,No,Yes,No,72,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.5,No,25,6302,,No
3212,1663-MHLHE,Duarte,Male,No,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.2,No,44,4629,,No
3213,5663-QBGIS,La Canada Flintridge,Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),98.35,No,73,6120,,Yes
3214,4450-MDZFX,Monrovia,Male,No,Yes,Yes,60,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.35,No,26,5100,,Yes
3215,6701-DHKWQ,Montrose,Female,No,Yes,No,61,No,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),51.35,No,55,4159,,Yes
3216,7554-AKDQF,Sierra Madre,Female,No,Yes,No,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.65,No,40,4227,,Yes
3217,0794-YVSGE,Pasadena,Male,No,Yes,Yes,72,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.3,No,76,5265,,No
3218,5423-BHIXO,Pasadena,Female,No,No,No,32,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,54.2,No,43,4454,,Yes
3219,6908-VVYHM,Pasadena,Male,No,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.65,No,70,6358,,Yes
3220,2959-EEXWB,Pasadena,Female,No,Yes,Yes,45,No,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),50.9,No,64,3937,,Yes
3221,1839-UMACK,Pasadena,Male,No,No,No,42,Yes,Yes,No,No,No,No,No,No,No,One year,No,Electronic check,25.05,No,55,3756,,No
3222,3030-YDNRM,Pasadena,Male,No,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.85,No,40,5514,,Yes
3223,7321-KKSDU,San Marino,Male,No,No,Yes,32,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.5,No,50,3114,,No
3224,3402-XRIUO,Glendale,Female,Yes,Yes,No,22,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,63.55,No,36,2136,,Yes
3225,8286-AFUYI,Glendale,Male,No,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,47.95,No,35,5092,,Yes
3226,8356-WUAOJ,Glendale,Female,No,Yes,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.0,No,63,5669,,Yes
3227,8058-DMYRU,Glendale,Male,Yes,No,No,54,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.05,No,23,5232,,Yes
3228,9350-ZXYJC,La Crescenta,Female,No,No,No,4,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),25.3,No,63,3808,,No
3229,8958-JPTRR,Calabasas,Female,No,Yes,No,56,Yes,Yes,No,No,No,No,No,No,No,One year,No,Electronic check,24.3,No,33,5052,,No
3230,6959-GQEGV,Canoga Park,Male,No,No,No,45,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,75.95,No,28,2185,,Yes
3231,3173-WSSUE,Canoga Park,Female,No,Yes,Yes,71,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.7,No,52,5921,,No
3232,1265-HVPZB,Winnetka,Male,No,Yes,No,59,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),66.4,No,64,6432,,Yes
3233,4115-UMJFQ,West Hills,Male,No,No,No,69,No,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),35.75,No,32,4043,,Yes
3234,7369-TRPFD,Chatsworth,Male,No,No,No,19,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,18.8,No,43,2916,,No
3235,1098-KFQEC,Encino,Female,No,Yes,Yes,55,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.4,No,23,5366,,No
3236,7190-XHTWJ,Newbury Park,Female,No,No,No,38,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.3,No,32,4705,,No
3237,3537-RYBHH,Northridge,Female,Yes,Yes,No,47,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),67.45,No,67,4074,,Yes
3238,5296-BFCYD,San Fernando,Male,No,Yes,Yes,46,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,20.1,No,24,3392,,No
3239,9359-JANWS,North Hills,Female,No,Yes,No,65,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),58.9,No,50,5657,,Yes
3240,3279-DYZQM,Santa Clarita,Male,No,Yes,Yes,71,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.45,No,63,5497,,No
3241,0523-VNGTF,Sun Valley,Female,Yes,No,No,52,No,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,50.5,No,70,5185,,Yes
3242,9575-IWCAZ,Valencia,Male,No,Yes,No,6,Yes,Yes,No,No,No,No,No,No,No,One year,No,Mailed check,25.1,No,31,5161,,No
3243,7105-MXJLL,Valencia,Female,Yes,Yes,No,26,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,60.7,No,68,2502,,Yes
3244,7064-FRRSW,Tarzana,Male,Yes,No,No,48,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,99.0,No,78,3061,,Yes
3245,7940-UQQUG,Thousand Oaks,Female,No,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.4,No,33,5133,,Yes
3246,3961-SXAXY,Thousand Oaks,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.05,No,54,5925,,Yes
3247,7010-BRBUU,Woodland Hills,Male,No,Yes,Yes,72,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),24.1,No,23,4264,,No
3248,3566-HJGPK,Woodland Hills,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.55,No,31,3173,,Yes
3249,3062-ICYZQ,Oak Park,Female,No,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,93.8,No,20,5457,,Yes
3250,9938-PRCVK,Stevenson Ranch,Female,No,Yes,Yes,41,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.7,No,52,2902,,No
3251,0973-KYVNF,Castaic,Female,No,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),70.65,No,75,5176,,Yes
3252,5129-HHMZC,Van Nuys,Female,No,Yes,No,43,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.45,No,53,3110,,Yes
3253,9637-CDTKZ,Panorama City,Male,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),114.1,No,61,4965,,Yes
3254,3946-JEWRQ,Sherman Oaks,Male,No,Yes,No,47,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),95.2,No,72,4977,,Yes
3255,7873-CVMAW,Van Nuys,Male,No,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.55,No,32,6468,,Yes
3256,0463-WZZKO,Van Nuys,Male,No,No,No,3,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),20.75,No,30,2406,,No
3257,4524-QCSSM,Encino,Male,No,No,No,26,No,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),44.65,No,33,4512,,Yes
3258,5832-EXGTT,Burbank,Male,No,Yes,Yes,29,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,60.2,No,76,5517,,Yes
3259,2039-JONDJ,Burbank,Male,No,No,No,27,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),55.45,No,80,3616,,Yes
3260,7217-JYHOQ,Burbank,Male,No,Yes,Yes,24,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),70.3,No,56,3359,,Yes
